sample_id	name	exp	batch	residuals	cohort	sv
samp755	ENSG00000006194.6	-0.530571593	10	-0.530571593	NoModel	-0.02107097
samp756	ENSG00000006194.6	0.619260421	10	0.619260421	NoModel	-0.022987154
samp757	ENSG00000006194.6	-0.25209068	10	-0.25209068	NoModel	-0.010540743
samp758	ENSG00000006194.6	0.418746767	10	0.418746767	NoModel	-0.01640111
samp759	ENSG00000006194.6	-2.774791316	10	-2.774791316	NoModel	0.06146601
samp760	ENSG00000006194.6	0.000110913	10	0.000110913	NoModel	-0.017282348
samp761	ENSG00000006194.6	1.116232861	10	1.116232861	NoModel	-0.010461705
samp762	ENSG00000006194.6	-0.748930742	10	-0.748930742	NoModel	-0.010526583
samp763	ENSG00000006194.6	1.32346256	10	1.32346256	NoModel	-0.010929808
samp764	ENSG00000006194.6	1.170925058	10	1.170925058	NoModel	-0.003794614
samp765	ENSG00000006194.6	-0.941833218	10	-0.941833218	NoModel	0.015613937
samp766	ENSG00000006194.6	-0.323376381	10	-0.323376381	NoModel	-0.02227678
samp767	ENSG00000006194.6	0.039101184	10	0.039101184	NoModel	-0.020036952
samp768	ENSG00000006194.6	0.617251232	10	0.617251232	NoModel	0.043151851
samp769	ENSG00000006194.6	-0.43403257	10	-0.43403257	NoModel	-0.007979958
samp770	ENSG00000006194.6	-0.415944598	10	-0.415944598	NoModel	-0.017657922
samp771	ENSG00000006194.6	-0.29451206	10	-0.29451206	NoModel	-0.028491459
samp772	ENSG00000006194.6	-3.281494221	10	-3.281494221	NoModel	0.080754796
samp773	ENSG00000006194.6	-0.047424936	10	-0.047424936	NoModel	-0.023213391
samp774	ENSG00000006194.6	-3.411532798	10	-3.411532798	NoModel	0.085321003
samp775	ENSG00000006194.6	-3.046696832	10	-3.046696832	NoModel	0.058883968
samp776	ENSG00000006194.6	1.134174633	10	1.134174633	NoModel	-0.015309926
samp777	ENSG00000006194.6	0.195368592	10	0.195368592	NoModel	-0.028038429
samp778	ENSG00000006194.6	0.403818786	10	0.403818786	NoModel	-0.016557955
samp779	ENSG00000006194.6	1.720279145	10	1.720279145	NoModel	-0.01064447
samp780	ENSG00000006194.6	0.6750509	10	0.6750509	NoModel	-0.026471554
samp781	ENSG00000006194.6	-3.81444056	10	-3.81444056	NoModel	0.075531031
samp782	ENSG00000006194.6	-2.346818814	10	-2.346818814	NoModel	0.045463769
samp783	ENSG00000006194.6	0.295282369	10	0.295282369	NoModel	-0.013626928
samp784	ENSG00000006194.6	0.677026936	10	0.677026936	NoModel	-0.014957549
samp785	ENSG00000006194.6	-0.443112007	10	-0.443112007	NoModel	-0.024028851
samp786	ENSG00000006194.6	0.258336461	10	0.258336461	NoModel	-0.005060942
samp787	ENSG00000006194.6	0.235231029	10	0.235231029	NoModel	-0.012034569
samp788	ENSG00000006194.6	0.265757153	10	0.265757153	NoModel	-0.019820312
samp789	ENSG00000006194.6	1.38630227	10	1.38630227	NoModel	-0.014047243
samp790	ENSG00000006194.6	0.574109277	10	0.574109277	NoModel	-0.024318162
samp791	ENSG00000006194.6	0.748715932	10	0.748715932	NoModel	-0.014135385
samp792	ENSG00000006194.6	0.451223646	10	0.451223646	NoModel	-0.013907516
samp793	ENSG00000006194.6	0.400255028	10	0.400255028	NoModel	-0.017112865
samp794	ENSG00000006194.6	0.385963309	10	0.385963309	NoModel	0.012206579
samp795	ENSG00000006194.6	-1.370218672	10	-1.370218672	NoModel	-0.002972241
samp796	ENSG00000006194.6	0.717615282	10	0.717615282	NoModel	-0.036640164
samp797	ENSG00000006194.6	1.042338953	10	1.042338953	NoModel	-0.023716501
samp798	ENSG00000006194.6	0.795487312	10	0.795487312	NoModel	-0.021463231
samp799	ENSG00000006194.6	-2.065937347	10	-2.065937347	NoModel	0.004471348
samp800	ENSG00000006194.6	-1.078839884	10	-1.078839884	NoModel	0.028977876
samp801	ENSG00000006194.6	0.872896437	10	0.872896437	NoModel	-0.001531348
samp802	ENSG00000006194.6	0.898938529	10	0.898938529	NoModel	-0.025913155
samp803	ENSG00000006194.6	-0.076752761	10	-0.076752761	NoModel	-0.008776474
samp804	ENSG00000006194.6	0.38381447	10	0.38381447	NoModel	-0.009054108
samp805	ENSG00000006194.6	0.800574854	10	0.800574854	NoModel	-0.006057726
samp806	ENSG00000006194.6	0.233735064	10	0.233735064	NoModel	-0.025836141
samp807	ENSG00000006194.6	0.477127739	10	0.477127739	NoModel	-0.015294159
samp808	ENSG00000006194.6	-0.846594699	10	-0.846594699	NoModel	-0.012039661
samp809	ENSG00000006194.6	-0.069397553	10	-0.069397553	NoModel	-0.001417817
samp810	ENSG00000006194.6	-1.17514591	10	-1.17514591	NoModel	-0.021401798
samp811	ENSG00000006194.6	-0.136162039	10	-0.136162039	NoModel	-0.008323652
samp812	ENSG00000006194.6	-0.678173469	10	-0.678173469	NoModel	0.002461699
samp813	ENSG00000006194.6	-0.94078385	10	-0.94078385	NoModel	0.010705634
samp814	ENSG00000006194.6	-0.583177801	10	-0.583177801	NoModel	-0.020269779
samp815	ENSG00000006194.6	-1.247736564	10	-1.247736564	NoModel	-0.020931226
samp816	ENSG00000006194.6	-0.878395058	10	-0.878395058	NoModel	0.010507926
samp817	ENSG00000006194.6	0.13046728	10	0.13046728	NoModel	-0.025216885
samp818	ENSG00000006194.6	-0.667489162	10	-0.667489162	NoModel	-0.001041649
samp819	ENSG00000006194.6	0.871651453	10	0.871651453	NoModel	-0.006180126
samp820	ENSG00000006194.6	-0.072664612	10	-0.072664612	NoModel	-0.023472277
samp821	ENSG00000006194.6	-0.61646599	10	-0.61646599	NoModel	-0.007972743
samp822	ENSG00000006194.6	0.255363738	10	0.255363738	NoModel	-0.009275875
samp823	ENSG00000006194.6	1.671665359	10	1.671665359	NoModel	-0.004388558
samp824	ENSG00000006194.6	1.177772676	10	1.177772676	NoModel	-0.028611783
samp825	ENSG00000006194.6	-0.165412818	10	-0.165412818	NoModel	-0.019067537
samp826	ENSG00000006194.6	-0.336576255	10	-0.336576255	NoModel	-0.022262232
samp827	ENSG00000006194.6	-0.566181604	10	-0.566181604	NoModel	0.019156258
samp828	ENSG00000006194.6	-1.563070556	10	-1.563070556	NoModel	0.019800334
samp829	ENSG00000006194.6	-1.346553282	10	-1.346553282	NoModel	-0.006740077
samp830	ENSG00000006194.6	-3.502473825	10	-3.502473825	NoModel	0.07038037
samp831	ENSG00000006194.6	-0.488868699	10	-0.488868699	NoModel	0.000213205
samp832	ENSG00000006194.6	0.279074572	10	0.279074572	NoModel	-0.023677107
samp833	ENSG00000006194.6	0.814527287	10	0.814527287	NoModel	-0.016766199
samp834	ENSG00000006194.6	0.291605416	10	0.291605416	NoModel	-0.024153363
samp835	ENSG00000006194.6	-0.463170718	10	-0.463170718	NoModel	-0.018379987
samp836	ENSG00000006194.6	1.823094358	10	1.823094358	NoModel	0.002046881
samp837	ENSG00000006194.6	-0.318110448	10	-0.318110448	NoModel	-0.022119426
samp838	ENSG00000006194.6	-0.768844115	10	-0.768844115	NoModel	-0.00037224
samp839	ENSG00000006194.6	-0.738026863	10	-0.738026863	NoModel	-0.001781479
samp840	ENSG00000006194.6	1.801249269	10	1.801249269	NoModel	0.021936593
samp841	ENSG00000006194.6	-0.318110448	10	-0.318110448	NoModel	-0.024010662
samp842	ENSG00000006194.6	-0.160380869	10	-0.160380869	NoModel	-0.01192942
samp843	ENSG00000006194.6	-1.769927832	10	-1.769927832	NoModel	0.010800896
samp844	ENSG00000006194.6	0.550287353	10	0.550287353	NoModel	-0.03535205
samp845	ENSG00000006194.6	0.644610042	10	0.644610042	NoModel	-0.025217075
samp846	ENSG00000006194.6	-3.954011202	10	-3.954011202	NoModel	0.092232496
samp847	ENSG00000006194.6	0.194612055	10	0.194612055	NoModel	0.008678127
samp848	ENSG00000006194.6	-1.093061821	10	-1.093061821	NoModel	0.021324667
samp849	ENSG00000006194.6	-1.823626353	10	-1.823626353	NoModel	-0.000579555
samp850	ENSG00000006194.6	-3.224326137	10	-3.224326137	NoModel	0.009684172
samp851	ENSG00000006194.6	0.092494961	10	0.092494961	NoModel	-0.008651732
samp852	ENSG00000006194.6	-1.234009737	10	-1.234009737	NoModel	0.0314265
samp853	ENSG00000006194.6	-3.502473825	10	-3.502473825	NoModel	0.08796171
samp854	ENSG00000006194.6	0.47503459	10	0.47503459	NoModel	-0.015006549
samp855	ENSG00000006194.6	-0.399745583	10	-0.399745583	NoModel	-0.014088268
samp856	ENSG00000006194.6	-0.32953008	10	-0.32953008	NoModel	-0.007288633
samp857	ENSG00000006194.6	-0.388988064	10	-0.388988064	NoModel	0.01425623
samp858	ENSG00000006194.6	0.715010946	10	0.715010946	NoModel	-0.014114026
samp859	ENSG00000006194.6	0.704574025	10	0.704574025	NoModel	-0.01570535
samp860	ENSG00000006194.6	-2.408708697	10	-2.408708697	NoModel	0.049378288
samp861	ENSG00000006194.6	1.352314953	10	1.352314953	NoModel	0.010432443
samp862	ENSG00000006194.6	0.047794262	10	0.047794262	NoModel	-0.022608357
samp863	ENSG00000006194.6	-0.020756945	10	-0.020756945	NoModel	-0.007601505
samp864	ENSG00000006194.6	-1.88091794	10	-1.88091794	NoModel	0.003157625
samp865	ENSG00000006194.6	0.360810402	10	0.360810402	NoModel	-0.00933257
samp866	ENSG00000006194.6	1.085341866	10	1.085341866	NoModel	-0.017332238
samp867	ENSG00000006194.6	0.446301061	10	0.446301061	NoModel	-0.015645399
samp868	ENSG00000006194.6	0.265757153	10	0.265757153	NoModel	-0.021490983
samp869	ENSG00000006194.6	-1.328909471	10	-1.328909471	NoModel	0.02352306
samp870	ENSG00000006194.6	0.272422246	10	0.272422246	NoModel	-0.025916707
samp871	ENSG00000006194.6	-4.561305144	10	-4.561305144	NoModel	0.034746233
samp872	ENSG00000006194.6	-0.150338792	10	-0.150338792	NoModel	-0.007009078
samp873	ENSG00000006194.6	-1.305522967	10	-1.305522967	NoModel	0.005792642
samp874	ENSG00000006194.6	-2.474984011	10	-2.474984011	NoModel	0.056683356
samp875	ENSG00000006194.6	-0.311976933	10	-0.311976933	NoModel	-0.026750302
samp876	ENSG00000006194.6	-0.258119244	10	-0.258119244	NoModel	-0.011967523
samp877	ENSG00000006194.6	-0.626035803	10	-0.626035803	NoModel	0.00174408
samp878	ENSG00000006194.6	-0.123701019	10	-0.123701019	NoModel	-0.022106724
samp879	ENSG00000006194.6	-0.253812059	10	-0.253812059	NoModel	-0.020352098
samp880	ENSG00000006194.6	0.370174189	10	0.370174189	NoModel	-0.014325194
samp881	ENSG00000006194.6	-0.729130901	10	-0.729130901	NoModel	-0.013211815
samp882	ENSG00000006194.6	0.88346082	10	0.88346082	NoModel	-0.014857336
samp883	ENSG00000006194.6	0.327472791	10	0.327472791	NoModel	-0.029578889
samp884	ENSG00000006194.6	1.464335932	10	1.464335932	NoModel	0.003407634
samp885	ENSG00000006194.6	-2.494623362	10	-2.494623362	NoModel	0.029366812
samp886	ENSG00000006194.6	1.424741948	10	1.424741948	NoModel	-0.003927909
samp887	ENSG00000006194.6	0.605171628	10	0.605171628	NoModel	-0.026410263
samp888	ENSG00000006194.6	-3.577877815	10	-3.577877815	NoModel	0.059437411
samp889	ENSG00000006194.6	-2.230813284	10	-2.230813284	NoModel	0.035931882
samp890	ENSG00000006194.6	-1.184137197	10	-1.184137197	NoModel	0.007378398
samp891	ENSG00000006194.6	-0.490711566	10	-0.490711566	NoModel	-0.016199474
samp892	ENSG00000006194.6	-0.744961733	10	-0.744961733	NoModel	-0.002645971
samp893	ENSG00000006194.6	-0.794903385	10	-0.794903385	NoModel	0.005341645
samp894	ENSG00000006194.6	-1.384495703	10	-1.384495703	NoModel	0.013928698
samp895	ENSG00000006194.6	-0.290159531	10	-0.290159531	NoModel	-0.005313253
samp896	ENSG00000006194.6	-0.599306502	10	-0.599306502	NoModel	-0.005042446
samp897	ENSG00000006194.6	-0.667489162	10	-0.667489162	NoModel	-0.007370818
samp898	ENSG00000006194.6	0.393831031	10	0.393831031	NoModel	-0.007784616
samp899	ENSG00000006194.6	-1.299700865	10	-1.299700865	NoModel	0.014509882
samp900	ENSG00000006194.6	-1.842618728	10	-1.842618728	NoModel	-0.001586004
samp901	ENSG00000006194.6	-0.164573653	10	-0.164573653	NoModel	7.30E-05
samp902	ENSG00000006194.6	-1.087584951	10	-1.087584951	NoModel	-0.00198433
samp903	ENSG00000006194.6	-1.127212568	10	-1.127212568	NoModel	0.023856165
samp904	ENSG00000006194.6	0.202170018	10	0.202170018	NoModel	-0.00757193
samp905	ENSG00000006194.6	0.205188604	10	0.205188604	NoModel	-0.024969266
samp906	ENSG00000006194.6	-0.257257379	10	-0.257257379	NoModel	-0.000566978
samp907	ENSG00000006194.6	-0.381834853	10	-0.381834853	NoModel	-0.030473586
samp908	ENSG00000006194.6	-1.139411754	10	-1.139411754	NoModel	0.025306509
samp909	ENSG00000006194.6	-1.565581679	10	-1.565581679	NoModel	0.012747782
samp910	ENSG00000006194.6	0.635292222	10	0.635292222	NoModel	-0.015648309
samp911	ENSG00000006194.6	0.446301061	10	0.446301061	NoModel	-0.006297261
samp912	ENSG00000006194.6	0.025623481	10	0.025623481	NoModel	-0.023051115
samp913	ENSG00000006194.6	-0.493477701	10	-0.493477701	NoModel	-0.002048182
samp914	ENSG00000006194.6	-0.015126329	10	-0.015126329	NoModel	-0.019577728
samp915	ENSG00000006194.6	-1.69481418	10	-1.69481418	NoModel	0.010610369
samp916	ENSG00000006194.6	0.893993163	10	0.893993163	NoModel	-0.013045289
samp917	ENSG00000006194.6	0.087036292	10	0.087036292	NoModel	-0.009831366
samp918	ENSG00000006194.6	-1.40122676	10	-1.40122676	NoModel	-0.026461107
samp919	ENSG00000006194.6	0.544819322	10	0.544819322	NoModel	-0.013627735
samp920	ENSG00000006194.6	-0.306728243	10	-0.306728243	NoModel	-0.020366323
samp921	ENSG00000006194.6	-0.242638315	10	-0.242638315	NoModel	-0.023492494
samp922	ENSG00000006194.6	-1.013944517	10	-1.013944517	NoModel	-0.00144521
samp923	ENSG00000006194.6	-2.324868241	10	-2.324868241	NoModel	0.039883078
samp924	ENSG00000006194.6	-1.857614515	10	-1.857614515	NoModel	0.032200926
samp925	ENSG00000006194.6	-1.026826941	10	-1.026826941	NoModel	-0.010337168
samp926	ENSG00000006194.6	-1.26036733	10	-1.26036733	NoModel	0.001319413
samp927	ENSG00000006194.6	0.171838972	10	0.171838972	NoModel	-0.022383608
samp928	ENSG00000006194.6	0.632625389	10	0.632625389	NoModel	-0.014585075
samp929	ENSG00000006194.6	0.981346677	10	0.981346677	NoModel	-0.000304638
samp930	ENSG00000006194.6	-0.172133445	10	-0.172133445	NoModel	-0.024482724
samp931	ENSG00000006194.6	0.386679294	10	0.386679294	NoModel	-0.038336093
samp932	ENSG00000006194.6	-0.089867274	10	-0.089867274	NoModel	-0.020544559
samp933	ENSG00000006194.6	0.113469822	10	0.113469822	NoModel	-0.013623365
samp934	ENSG00000006194.6	1.251660584	10	1.251660584	NoModel	-0.014723235
samp935	ENSG00000006194.6	0.281289185	10	0.281289185	NoModel	-0.018476858
samp936	ENSG00000006194.6	-1.470190639	10	-1.470190639	NoModel	0.009500949
samp937	ENSG00000006194.6	-0.351597016	10	-0.351597016	NoModel	-0.028325373
samp938	ENSG00000006194.6	0.084694233	10	0.084694233	NoModel	-0.02571061
samp939	ENSG00000006194.6	0.641950358	10	0.641950358	NoModel	-0.026216062
samp940	ENSG00000006194.6	-1.338308347	10	-1.338308347	NoModel	0.0276796
samp941	ENSG00000006194.6	-2.976227368	10	-2.976227368	NoModel	0.037049825
samp942	ENSG00000006194.6	-1.216927152	10	-1.216927152	NoModel	-0.011320017
samp943	ENSG00000006194.6	-1.019306388	10	-1.019306388	NoModel	-0.015027715
samp944	ENSG00000006194.6	0.116566463	10	0.116566463	NoModel	-0.02957962
samp945	ENSG00000006194.6	0.153512372	10	0.153512372	NoModel	-0.010114145
samp946	ENSG00000006194.6	0.384530897	10	0.384530897	NoModel	-0.027833571
samp947	ENSG00000006194.6	-0.001489863	10	-0.001489863	NoModel	0.012878881
samp948	ENSG00000006194.6	1.455927011	10	1.455927011	NoModel	0.008200076
samp949	ENSG00000006194.6	-0.452215243	10	-0.452215243	NoModel	-0.021478109
samp950	ENSG00000006194.6	-0.25123031	10	-0.25123031	NoModel	0.015342234
samp951	ENSG00000006194.6	-0.034469425	10	-0.034469425	NoModel	-0.031241256
samp952	ENSG00000006194.6	0.099500666	10	0.099500666	NoModel	-0.031036907
samp953	ENSG00000006194.6	-1.523137581	10	-1.523137581	NoModel	0.026638985
samp954	ENSG00000006194.6	-0.240064856	10	-0.240064856	NoModel	-0.004315874
samp955	ENSG00000006194.6	0.075310171	10	0.075310171	NoModel	-0.015537906
samp956	ENSG00000006194.6	1.759554048	10	1.759554048	NoModel	-0.002238924
samp957	ENSG00000006194.6	-0.164573653	10	-0.164573653	NoModel	-0.013365609
samp958	ENSG00000006194.6	-0.379156193	10	-0.379156193	NoModel	-0.018634795
samp959	ENSG00000006194.6	-0.107980975	10	-0.107980975	NoModel	-0.008979226
samp960	ENSG00000006194.6	0.465949672	10	0.465949672	NoModel	-0.020068632
samp961	ENSG00000006194.6	-1.11285038	10	-1.11285038	NoModel	-0.008951676
samp962	ENSG00000006194.6	-1.33008294	10	-1.33008294	NoModel	0.01828328
samp963	ENSG00000006194.6	0.762235374	10	0.762235374	NoModel	-0.003642105
samp964	ENSG00000006194.6	0.047004881	10	0.047004881	NoModel	-0.026136716
samp965	ENSG00000006194.6	-1.356000095	10	-1.356000095	NoModel	0.003040791
samp966	ENSG00000006194.6	-1.057073078	10	-1.057073078	NoModel	0.003562469
samp967	ENSG00000006194.6	0.250155343	10	0.250155343	NoModel	-0.009804477
samp968	ENSG00000006194.6	-0.715337874	10	-0.715337874	NoModel	-0.010995709
samp969	ENSG00000006194.6	-0.174657036	10	-0.174657036	NoModel	-0.023957054
samp970	ENSG00000006194.6	0.410224351	10	0.410224351	NoModel	-0.033479022
samp971	ENSG00000006194.6	0.220993276	10	0.220993276	NoModel	-0.0193492
samp972	ENSG00000006194.6	-0.695728095	10	-0.695728095	NoModel	0.002373989
samp973	ENSG00000006194.6	-0.10468054	10	-0.10468054	NoModel	-0.017394184
samp974	ENSG00000006194.6	-1.583210563	10	-1.583210563	NoModel	0.026424809
samp975	ENSG00000006194.6	-0.398847849	10	-0.398847849	NoModel	-0.015000519
samp976	ENSG00000006194.6	-1.739423033	10	-1.739423033	NoModel	0.012723865
samp977	ENSG00000006194.6	0.36657572	10	0.36657572	NoModel	-0.008834584
samp978	ENSG00000006194.6	-1.199928181	10	-1.199928181	NoModel	0.008396236
samp979	ENSG00000006194.6	-0.316356909	10	-0.316356909	NoModel	0.007498469
samp980	ENSG00000006194.6	0.601808712	10	0.601808712	NoModel	-0.021478705
samp981	ENSG00000006194.6	0.23672635	10	0.23672635	NoModel	-0.021116373
samp982	ENSG00000006194.6	-0.378263766	10	-0.378263766	NoModel	0.011195294
samp983	ENSG00000006194.6	-1.010731364	10	-1.010731364	NoModel	-0.011559354
samp984	ENSG00000006194.6	-0.273669491	10	-0.273669491	NoModel	0.003843283
samp985	ENSG00000006194.6	0.689515787	10	0.689515787	NoModel	0.002517238
samp986	ENSG00000006194.6	-1.244299768	10	-1.244299768	NoModel	-0.016801196
samp987	ENSG00000006194.6	-0.244355014	10	-0.244355014	NoModel	-0.022851604
samp988	ENSG00000006194.6	-2.720071321	10	-2.720071321	NoModel	0.014628721
samp989	ENSG00000006194.6	-1.524378561	10	-1.524378561	NoModel	-0.010430276
samp990	ENSG00000006194.6	-0.267613896	10	-0.267613896	NoModel	-0.003687571
samp991	ENSG00000006194.6	-0.234067524	10	-0.234067524	NoModel	-0.008458121
samp992	ENSG00000006194.6	-0.180552558	10	-0.180552558	NoModel	-0.025545658
samp993	ENSG00000006194.6	-0.09973576	10	-0.09973576	NoModel	-0.02280968
samp994	ENSG00000006194.6	-0.668459106	10	-0.668459106	NoModel	0.009068302
samp995	ENSG00000006194.6	-0.152010456	10	-0.152010456	NoModel	-0.010096508
samp996	ENSG00000006194.6	0.203679639	10	0.203679639	NoModel	-0.01800038
samp997	ENSG00000006194.6	0.669116038	10	0.669116038	NoModel	-0.003489049
samp998	ENSG00000006194.6	-1.159466955	10	-1.159466955	NoModel	-0.02056718
samp999	ENSG00000006194.6	-1.479980308	10	-1.479980308	NoModel	-0.008174193
samp1000	ENSG00000006194.6	-0.152010456	10	-0.152010456	NoModel	0.001895267
samp1001	ENSG00000006194.6	-0.827247113	10	-0.827247113	NoModel	-0.026231624
samp1002	ENSG00000006194.6	-1.743386757	10	-1.743386757	NoModel	-0.000373
samp1003	ENSG00000006194.6	-0.542712919	10	-0.542712919	NoModel	0.001467474
samp1004	ENSG00000006194.6	-0.868105028	10	-0.868105028	NoModel	0.0093723
samp1005	ENSG00000006194.6	-2.338963388	10	-2.338963388	NoModel	0.012512647
samp1006	ENSG00000006194.6	-2.484789804	10	-2.484789804	NoModel	0.009530934
samp1007	ENSG00000006194.6	-1.488568964	10	-1.488568964	NoModel	-0.007179841
samp1008	ENSG00000006194.6	-2.317062253	10	-2.317062253	NoModel	-0.010920956
samp1009	ENSG00000006194.6	-1.035441848	10	-1.035441848	NoModel	-0.02520116
samp1010	ENSG00000006194.6	-2.910857923	10	-2.910857923	NoModel	0.020748196
samp1011	ENSG00000006194.6	-0.582231382	10	-0.582231382	NoModel	-0.012594169
samp1012	ENSG00000006194.6	-0.031238084	10	-0.031238084	NoModel	-0.022357454
samp1013	ENSG00000006194.6	-1.091965756	10	-1.091965756	NoModel	0.004721057
samp1014	ENSG00000006194.6	-0.439477383	10	-0.439477383	NoModel	-0.00980191
samp1015	ENSG00000006194.6	0.068255447	10	0.068255447	NoModel	-0.009347947
samp1016	ENSG00000006194.6	-1.385688109	10	-1.385688109	NoModel	0.004417297
samp1017	ENSG00000006194.6	1.193130629	10	1.193130629	NoModel	-0.004710192
samp1018	ENSG00000006194.6	1.292714307	10	1.292714307	NoModel	-0.009787512
samp1019	ENSG00000006194.6	3.311095697	10	3.311095697	NoModel	0.008111703
samp1020	ENSG00000006194.6	-0.657804597	10	-0.657804597	NoModel	-0.018866288
samp1021	ENSG00000006194.6	-0.11128455	10	-0.11128455	NoModel	-0.006095049
samp1022	ENSG00000006194.6	-0.20933118	10	-0.20933118	NoModel	-0.00610829
samp1023	ENSG00000006194.6	0.309951378	10	0.309951378	NoModel	-0.016205038
samp1024	ENSG00000006194.6	-1.439774587	10	-1.439774587	NoModel	-0.007119183
samp1025	ENSG00000006194.6	1.023319182	10	1.023319182	NoModel	-0.015362857
samp1026	ENSG00000006194.6	0.984964264	10	0.984964264	NoModel	-0.023165503
samp1027	ENSG00000006194.6	0.539342667	10	0.539342667	NoModel	-0.009186266
samp1028	ENSG00000006194.6	0.419456025	10	0.419456025	NoModel	-0.010245692
samp1029	ENSG00000006194.6	1.419428479	10	1.419428479	NoModel	-0.005706542
samp1030	ENSG00000006194.6	-0.304106869	10	-0.304106869	NoModel	-0.029543646
samp1031	ENSG00000006194.6	-0.399745583	10	-0.399745583	NoModel	-0.010287761
samp1032	ENSG00000006194.6	-0.036086223	10	-0.036086223	NoModel	-0.015552652
samp1033	ENSG00000006194.6	0.281289185	10	0.281289185	NoModel	-0.022836068
samp1034	ENSG00000006194.6	-0.001489863	10	-0.001489863	NoModel	-0.022054325
samp1035	ENSG00000006194.6	-0.98832215	10	-0.98832215	NoModel	-0.005116241
samp1036	ENSG00000006194.6	-0.3111016	10	-0.3111016	NoModel	-0.019482876
samp1037	ENSG00000006194.6	-0.045802851	10	-0.045802851	NoModel	-0.01079479
samp1038	ENSG00000006194.6	0.283502387	10	0.283502387	NoModel	-0.032156194
samp1039	ENSG00000006194.6	0.070608614	10	0.070608614	NoModel	-0.025543098
samp1040	ENSG00000006194.6	-0.540842258	10	-0.540842258	NoModel	-0.005330598
samp1041	ENSG00000006194.6	1.548348838	10	1.548348838	NoModel	-0.00874156
samp1042	ENSG00000006194.6	0.4137779	10	0.4137779	NoModel	-0.014540269
samp1043	ENSG00000006194.6	0.220993276	10	0.220993276	NoModel	-0.023007213
samp1044	ENSG00000006194.6	-0.475078279	10	-0.475078279	NoModel	-0.024425643
samp1	ENSG00000006194.6	-1.513225672	1	0.778342935	NoSplines	0.144122577
samp2	ENSG00000006194.6	1.065379341	1	5.527266412	NoSplines	0.124965563
samp3	ENSG00000006194.6	0.799303667	1	1.9128945	NoSplines	0.112310154
samp4	ENSG00000006194.6	-0.120385617	1	5.352838256	NoSplines	0.124914648
samp5	ENSG00000006194.6	-2.517677196	1	-3.043558722	NoSplines	0.129487837
samp6	ENSG00000006194.6	-1.109544447	1	1.192930006	NoSplines	0.122497645
samp7	ENSG00000006194.6	-0.116245811	1	1.550242595	NoSplines	0.121311255
samp8	ENSG00000006194.6	-7.870768024	1	-10.95981499	NoSplines	0.170703983
samp9	ENSG00000006194.6	0.267980272	1	1.207610256	NoSplines	0.11207217
samp10	ENSG00000006194.6	0.214980927	2	1.887350936	NoSplines	0.03903961
samp11	ENSG00000006194.6	0.509756762	2	1.228045619	NoSplines	0.03461245
samp12	ENSG00000006194.6	0.651913688	2	0.008883883	NoSplines	0.036352761
samp13	ENSG00000006194.6	0.692794876	2	0.373206381	NoSplines	0.034621249
samp14	ENSG00000006194.6	-0.17634045	2	0.37548238	NoSplines	0.031447499
samp15	ENSG00000006194.6	0.786566141	2	0.438536445	NoSplines	0.035914124
samp16	ENSG00000006194.6	0.319453115	2	0.332164907	NoSplines	0.053406878
samp17	ENSG00000006194.6	0.050949994	2	-0.147246605	NoSplines	0.028055109
samp18	ENSG00000006194.6	0.722818104	2	0.752687661	NoSplines	0.040720725
samp19	ENSG00000006194.6	1.689913879	2	2.259859776	NoSplines	0.069778397
samp20	ENSG00000006194.6	-0.612645437	2	-0.367695281	NoSplines	0.104053418
samp21	ENSG00000006194.6	-2.256770321	2	-1.745590998	NoSplines	0.099557785
samp22	ENSG00000006194.6	-0.880456728	2	0.556954498	NoSplines	0.094021549
samp23	ENSG00000006194.6	-0.659739351	2	1.641998913	NoSplines	0.097993767
samp24	ENSG00000006194.6	-0.998975172	2	0.651445673	NoSplines	0.093034543
samp25	ENSG00000006194.6	-0.852726924	2	-1.75837652	NoSplines	0.098876459
samp26	ENSG00000006194.6	-0.854773408	2	-2.221510031	NoSplines	0.097995103
samp27	ENSG00000006194.6	-0.780847177	2	1.852899797	NoSplines	0.100690547
samp28	ENSG00000006194.6	-1.416835247	2	0.228650346	NoSplines	0.08960289
samp29	ENSG00000006194.6	-0.340987386	2	0.395039871	NoSplines	0.105298891
samp30	ENSG00000006194.6	0.01129573	3	-0.80350693	NoSplines	0.013920823
samp31	ENSG00000006194.6	0.451223646	3	-1.142707375	NoSplines	0.015763929
samp32	ENSG00000006194.6	0.007305287	3	-1.48417925	NoSplines	0.011971351
samp33	ENSG00000006194.6	0.625949334	3	-0.207038257	NoSplines	0.013523033
samp34	ENSG00000006194.6	0.40168097	3	-1.017633086	NoSplines	0.010179362
samp35	ENSG00000006194.6	0.63062392	3	0.111475951	NoSplines	0.043858956
samp36	ENSG00000006194.6	0.923560274	3	-2.560268135	NoSplines	0.04297595
samp37	ENSG00000006194.6	1.665230885	3	0.401803924	NoSplines	0.041863731
samp38	ENSG00000006194.6	1.811239076	3	0.44604824	NoSplines	0.050018671
samp39	ENSG00000006194.6	1.474295153	3	-1.50857294	NoSplines	0.055650122
samp40	ENSG00000006194.6	1.47847998	3	1.217275657	NoSplines	0.055336122
samp41	ENSG00000006194.6	0.707186197	3	-1.328095874	NoSplines	0.053660787
samp42	ENSG00000006194.6	1.045893593	3	0.431572237	NoSplines	0.056141882
